2023-05-01T04:50:00 6 120,7 90,2 3,1 0 1,654211437
2023-05-01T05:00:00 6 120,4 87,5 3,4 0 1,526869804
2023-05-01T05:10:00 6 120,2 88,1 3,2 0 1,424965495
2023-05-01T05:20:00 6 120,205 86,6 3,4 0 1,383053646
2023-05-01T05:30:00 11 120,166 86,7 3,3 0 1,300753574
2023-05-01T05:40:00 17 120,1 84,8 3,4 0 1,091414944
2023-05-01T05:50:00 28 120,1 85,3 3,4 0 1,172970212
2023-05-01T06:00:00 44 120,1 84,1 3,4 0 0,976520761
2023-05-01T06:10:00 55 119,976 84,3 3,4 0 1,009433642
2023-05-01T06:20:00 67 119,917 84,7 3,3 0 0,976975017
2023-05-01T06:30:00 78 119,857 85,2 3,3 0 1,058547934
2023-05-01T06:40:00 72 120 85,4 3,3 0 1,091058697
2023-05-01T06:50:00 78 120 85,8 3,3 0 1,155878891
2023-05-01T07:00:00 95 120 86,1 3,3 0 1,204319033
2023-05-01T07:10:00 105 119,9 86,1 3,5 0 1,400848692
2023-05-01T07:20:00 128 119,682 85,6 3,4 0 1,22170084
2023-05-01T07:30:00 167 119,643 85,2 3,5 0 1,254837334
2023-05-01T07:40:00 211 119,1 86,4 3,3 0 1,252610268
2023-05-01T07:50:00 205 119,2 84,6 3,4 0 1,058673814
2023-05-01T08:00:00 167 118,9 82 3,8 0 1,017522552
2023-05-01T08:10:00 239 119,1 83,7 3,9 0 1,400187122
2023-05-01T08:20:00 244 119,1 83,5 3,9 0 1,366929266
2023-05-01T08:30:00 272 119,5 83,1 3,8 0 1,202345534
2023-05-01T08:40:00 244 119,6 83 4 0 1,381317423
2023-05-01T08:50:00 266 119,2 83,1 3,8 0 1,202345534
2023-05-01T09:00:00 255 119,7 81,9 4 0 1,19599273
2023-05-01T09:10:00 316 119,5 81,8 4 0 1,179036161
2023-05-01T09:20:00 428 119,5 81,4 4,2 0 1,30626391
2023-05-01T09:30:00 466 119,1 81,2 4,4 0 1,467270121
2023-05-01T09:40:00 311 119,3 81,5 4,5 0 1,616213152
2023-05-01T09:50:00 289 118,776 84,4 4,4 0 2,006194402
2023-05-01T10:00:00 577 118,705 84,3 4,4 0 1,989628385
2023-05-01T10:10:00 405 118,701 84,3 4,7 0 2,283671036
2023-05-01T10:20:00 538 118,612 84,3 4,7 0 2,283671036
2023-05-01T10:30:00 322 118,4 87,6 3,8 0 1,936614607
2023-05-01T10:40:00 716 118,5 84,3 4,6 0 2,185657628
2023-05-01T10:50:00 433 118,355 80,1 5,4 0 2,25195441
2023-05-01T11:00:00 455 118 80,8 5,3 0 2,276336786
2023-05-01T11:10:00 483 118,259 79,7 5 0 1,792400472
2023-05-01T11:20:00 305 118,153 78,9 5,1 0 1,749011107
2023-05-01T11:30:00 344 118,046 80,1 4,9 0 1,764828204
2023-05-01T11:40:00 327 117,9 80,6 4,9 0 1,851644228
2023-05-01T11:50:00 316 117,8 79,8 5 0 1,809893219
2023-05-01T12:00:00 372 117,7 79,6 5 0 1,774888328
2023-05-01T12:10:00 439 117,5 77,6 5,3 0 1,711695965
2023-05-01T12:20:00 416 117,2 78,6 5,3 0 1,890321263
2023-05-01T12:30:00 339 117,3 78,8 5,3 0 1,925805251
2023-05-01T12:40:00 278 117,5 78,5 5,3 0 1,872549352
2023-05-01T12:50:00 355 117,2 77,8 5,4 0 1,844675273
2023-05-01T13:00:00 339 117,3 73,8 5,6 0 1,303315722
2023-05-01T13:10:00 244 117,6 80,9 5,7 0 2,683801165
2023-05-01T13:20:00 305 117,317 83,5 5,4 0 2,835492935
2023-05-01T13:30:00 416 117,275 79,4 5,5 0 2,226427474
2023-05-01T13:40:00 261 117,232 74,1 5,4 0 1,166606949
2023-05-01T13:50:00 367 117,12 83,4 5,4 0 2,818632016
2023-05-01T14:00:00 394 117,08 75,9 5,8 0 1,887363197
2023-05-01T14:10:00 350 117,1 65,7 5,9 0 -0,015363936
2023-05-01T14:20:00 383 117,2 78 5,6 0 2,074749217
2023-05-01T14:30:00 444 117,3 94,5 5,3 0 4,490263359
2023-05-01T14:40:00 511 116,884 69,8 6,1 0 1,010998658
2023-05-01T14:50:00 428 116,9 73 6,2 0 1,730194648
2023-05-01T15:00:00 383 117,1 70,1 6,1 0 1,070449226
2023-05-01T15:10:00 316 116,698 70,7 6,3 0 1,380686014
2023-05-01T15:20:00 322 116,768 87,5 5,5 0 3,594172172
2023-05-01T15:30:00 244 116,722 83 5,6 0 2,946665561
2023-05-01T15:40:00 177 116,6 93 4,8 0 3,766481636
2023-05-01T15:50:00 50 116,9 96 4,5 0 3,918985044
2023-05-01T16:00:00 17 116,663 100 3,4 0 3,4
2023-05-01T16:10:00 28 116,534 100 2,9 0 2,9
2023-05-01T16:20:00 28 116,492 100 3 0 3
2023-05-01T16:30:00 17 116,45 99,9 3,1 0 3,085891333
2023-05-01T16:40:00 23 116,408 96,7 2,9 0 2,428482002
2023-05-01T16:50:00 23 116,4 97,4 3,1 0 2,729058942
2023-05-01T17:00:00 28 116,435 96,8 3 0 2,542597474
2023-05-01T17:10:00 28 116,397 96,7 2,7 0 2,229266115
2023-05-01T17:20:00 17 116,2 98,5 2,5 0 2,288110829
2023-05-01T17:30:00 23 116,2 100 2,4 0 2,4
2023-05-01T17:40:00 17 115,8 100 2 0 2
2023-05-01T17:50:00 11 116,2 99,3 2 0 1,901880546
2023-05-01T18:00:00 11 115,8 98,6 1,9 0 1,703312669
2023-05-01T18:10:00 11 116,315 99,4 1,9 0 1,816005174
2023-05-01T18:20:00 11 116,337 95,4 2 0 1,343761644
2023-05-01T18:30:00 11 116,1 94,1 2,1 0 1,252531105
2023-05-01T18:40:00 11 116 97 2 0 1,575128557
2023-05-01T18:50:00 6 116,444 96,1 1,6 0 1,047253644
2023-05-01T19:00:00 6 116,371 94,8 1,7 0 0,957975522
2023-05-01T19:10:00 6 116,392 93,7 1,9 0 0,994902489
2023-05-01T19:20:00 0 116,348 94,8 1,8 0 1,057355416
2023-05-01T19:30:00 0 116,363 96,4 1,7 0 1,190043511
2023-05-01T19:40:00 0 116,379 95,4 1,6 0 0,945950673
2023-05-01T19:50:00 0 116,394 94 1,7 0 0,840640714
2023-05-01T20:00:00 0 116,453 93,5 1,8 0 0,866077998
2023-05-01T20:10:00 0 116,6 94,6 1,8 0 1,028079583
2023-05-01T20:20:00 0 116,408 95,4 1,6 0 0,945950673
2023-05-01T20:30:00 0 116,7 96,8 1,3 0 0,849040289
2023-05-01T20:40:00 0 116,5 98,2 1,2 0 0,94814301
2023-05-01T20:50:00 0 116,5 98,3 1,2 0 0,96224166
2023-05-01T21:00:00 0 116,6 98,8 1,1 0 0,932685707
2023-05-01T21:10:00 0 116,6 98,8 0,9 0 0,732966219
2023-05-01T21:20:00 0 116,441 97 1,1 0 0,678315589
2023-05-01T21:30:00 0 116,6 92,1 1,4 0 0,261250859
2023-05-01T21:40:00 0 116,3 89,3 1,6 0 0,034229315
2023-05-01T21:50:00 0 116,475 88,2 1,6 0 -0,136011745
2023-05-01T22:00:00 0 116,3 89,2 1,4 0 -0,178532731
2023-05-01T22:10:00 0 116,7 90 1,5 0 0,042818613
2023-05-01T22:20:00 0 116,3 90,4 1,3 0 -0,093876691
2023-05-01T22:30:00 0 116,7 88,4 1,4 0 -0,302076453
2023-05-01T22:40:00 0 116,476 89,4 1,4 0 -0,147799936
2023-05-01T22:50:00 0 116,4 93,3 1,1 0 0,142064704
2023-05-01T23:00:00 0 116,3 99,3 0,7 0 0,602943505
2023-05-01T23:10:00 0 116,417 98,5 0,6 0 0,391453777
2023-05-01T23:20:00 0 116,4 100 0,5 0 0,5
2023-05-01T23:30:00 0 116,6 100 0,4 0 0,4
2023-05-01T23:40:00 0 116,36 100 0,4 0 0,4
2023-05-01T23:50:00 0 116,436 100 0,3 0 0,3
2023-05-02T00:00:00 0 116,426 100 0,2 0 0,2
2023-05-02T00:10:00 0 116,424 100 0,1 0 0,1
2023-05-02T00:20:00 0 116,3 100 0,1 0 0,1
2023-05-02T00:30:00 0 116,293 100 0 0 0
2023-05-02T00:40:00 0 116,285 100 0 0 0
2023-05-02T00:50:00 0 116,243 100 -0,1 0 -0,1
2023-05-02T01:00:00 0 116,4 100 -0,1 0 -0,1
2023-05-02T01:10:00 0 116,408 100 -0,1 0 -0,1
2023-05-02T01:20:00 0 116,388 100 -0,2 0 -0,2
2023-05-02T01:30:00 0 116,397 100 -0,3 0 -0,3
2023-05-02T01:40:00 0 116,315 100 -0,3 0 -0,3
2023-05-02T01:50:00 0 116,403 100 -0,3 0 -0,3
2023-05-02T02:00:00 0 116,424 100 -0,3 0 -0,3
2023-05-02T02:10:00 0 116,445 100 -0,3 0 -0,3
2023-05-02T02:20:00 0 116,556 100 -0,4 0 -0,4
2023-05-02T02:30:00 0 116,576 100 -0,4 0 -0,4
2023-05-02T02:40:00 0 116,557 100 -0,4 0 -0,4
2023-05-02T02:50:00 0 116,4 100 -0,3 0 -0,3
2023-05-02T03:00:00 0 116,6 100 -0,4 0 -0,4
2023-05-02T03:10:00 0 116,6 100 -0,4 0 -0,4
2023-05-02T03:20:00 0 116,3 100 -0,3 0 -0,3
2023-05-02T03:30:00 0 116,6 100 -0,3 0 -0,3
2023-05-02T03:40:00 0 116,701 100 -0,2 0 -0,2
2023-05-02T03:50:00 0 116,932 100 -0,2 0 -0,2
2023-05-02T04:00:00 0 116,979 100 -0,2 0 -0,2
2023-05-02T04:10:00 0 116,952 100 -0,3 0 -0,3
2023-05-02T04:20:00 0 117,2 100 -0,2 0 -0,2
2023-05-02T04:30:00 0 117,2 100 -0,2 0 -0,2
2023-05-02T04:40:00 0 117,2 100 -0,3 0 -0,3
2023-05-02T04:50:00 0 117,5 100 -0,3 0 -0,3
2023-05-02T05:00:00 0 117,6 100 -0,3 0 -0,3
2023-05-02T05:10:00 6 117,7 100 -0,2 0 -0,2
2023-05-02T05:20:00 11 117,267 100 -0,2 0 -0,2
2023-05-02T05:30:00 17 117,291 100 -0,2 0 -0,2
2023-05-02T05:40:00 23 117,4 100 -0,2 0 -0,2
2023-05-02T05:50:00 28 117,5 100 -0,2 0 -0,2
2023-05-02T06:00:00 39 117,5 100 -0,1 0 -0,1
2023-05-02T06:10:00 39 117,5 100 -0,2 0 -0,2
2023-05-02T06:20:00 50 117,6 100 -0,1 0 -0,1
2023-05-02T06:30:00 55 117,6 100 -0,2 0 -0,2
2023-05-02T06:40:00 72 117,4 100 -0,2 0 -0,2
2023-05-02T06:50:00 67 117,482 100 0 0 0
2023-05-02T07:00:00 61 117,477 100 -0,1 0 -0,1
2023-05-02T07:10:00 78 117,4 100 -0,2 0 -0,2
2023-05-02T07:20:00 72 117,45 100 -0,1 0 -0,1
2023-05-02T07:30:00 95 117,427 100 -0,2 0 -0,2
2023-05-02T07:40:00 122 117,437 100 -0,2 0 -0,2
2023-05-02T07:50:00 139 117,5 100 -0,1 0 -0,1
2023-05-02T08:00:00 177 117,2 100 0,3 0 0,3
2023-05-02T08:10:00 194 117,491 100 0,3 0 0,3
2023-05-02T08:20:00 283 117,2 100 0,5 0 0,5
2023-05-02T08:30:00 255 117,5 100 0,6 0 0,6
2023-05-02T08:40:00 278 116,9 100 0,9 0 0,9
2023-05-02T08:50:00 244 117,541 100 0,3 0 0,3
2023-05-02T09:00:00 244 117,553 100 0 0 0
2023-05-02T09:10:00 222 117,549 100 -0,1 0 -0,1
2023-05-02T09:20:00 289 118 100 0,1 0 0,1
2023-05-02T09:30:00 272 117,626 100 0,7 0 0,7
2023-05-02T09:40:00 278 117,646 100 0,5 0 0,5
2023-05-02T09:50:00 377 117,632 100 0,3 0 0,3
2023-05-02T10:00:00 316 117,7 100 0,8 0 0,8
2023-05-02T10:10:00 283 117,647 100 1 0 1
2023-05-02T10:20:00 460 117,6 100 0,7 0 0,7
2023-05-02T10:30:00 377 117,669 100 0,9 0 0,9
2023-05-02T10:40:00 428 117,676 100 0,7 0 0,7
2023-05-02T10:50:00 444 117,7 100 1,2 0 1,2
2023-05-02T11:00:00 505 117,699 100 1,4 0 1,4
2023-05-02T11:10:00 339 117,774 99,8 1,8 0 1,772074665
2023-05-02T11:20:00 316 117,772 100 1,1 0 1,1
2023-05-02T11:30:00 316 117,761 100 1,4 0 1,4
2023-05-02T11:40:00 278 117,75 100 1,5 0 1,5
2023-05-02T11:50:00 261 117,74 100 0,8 0 0,8
2023-05-02T12:00:00 278 117,729 100 1,4 0 1,4
2023-05-02T12:10:00 228 117,718 100 1,4 0 1,4
2023-05-02T12:20:00 189 117,708 100 0,9 0 0,9
2023-05-02T12:30:00 383 118 100 0,8 0 0,8
2023-05-02T12:40:00 249 117,737 100 0,8 0 0,8
2023-05-02T12:50:00 327 117,6 100 1 0 1
2023-05-02T13:00:00 372 117,5 99,3 1,2 0 1,102535359
2023-05-02T13:10:00 339 117,5 99,8 1,3 0 1,27219133
2023-05-02T13:20:00 289 117,715 99 1,4 0 1,260344978
2023-05-02T13:30:00 266 117,712 100 0,9 0 0,9
2023-05-02T13:40:00 316 117,709 100 1,2 0 1,2
2023-05-02T13:50:00 428 117,8 100 1,2 0 1,2
2023-05-02T14:00:00 300 117,712 100 1,3 0 1,3
2023-05-02T14:10:00 249 117,8 100 1 0 1
2023-05-02T14:20:00 128 117,8 100 1 0 1
2023-05-02T14:30:00 177 118 100 0,6 0 0,6
2023-05-02T14:40:00 228 117,6 100 0,7 0 0,7
2023-05-02T14:50:00 205 117,8 100 0,7 0 0,7
2023-05-02T15:00:00 172 118 100 0,5 0 0,5
2023-05-02T15:10:00 177 117,5 100 0,5 0 0,5
2023-05-02T15:20:00 144 117,6 100 0,3 0 0,3
2023-05-02T15:30:00 189 117,4 100 0,2 0 0,2
2023-05-02T15:40:00 172 117,8 100 0,4 0 0,4
2023-05-02T15:50:00 183 117,7 100 0,5 0 0,5
2023-05-02T16:00:00 200 117,5 100 0,6 0 0,6
2023-05-02T16:10:00 122 117,5 100 0,6 0 0,6
2023-05-02T16:20:00 105 117,6 100 0,6 0 0,6
2023-05-02T16:30:00 78 117,8 100 0,5 0 0,5
2023-05-02T16:40:00 100 117,8 100 0,6 0 0,6
2023-05-02T16:50:00 150 117,6 100 0,6 0 0,6
2023-05-02T17:00:00 116 117,9 100 0,5 0 0,5
2023-05-02T17:10:00 144 117,5 100 0,6 0 0,6
2023-05-02T17:20:00 111 117,5 100 0,7 0 0,7
2023-05-02T17:30:00 72 117,6 100 0,7 0 0,7
2023-05-02T17:40:00 67 117,9 100 0,5 0 0,5
2023-05-02T17:50:00 39 117,842 100 0,4 0 0,4
2023-05-02T18:00:00 39 117,8 100 0,5 0 0,5
2023-05-02T18:10:00 55 118 100 0,5 0 0,5
2023-05-02T18:20:00 50 117,8 100 0,5 0 0,5
2023-05-02T18:30:00 28 118 100 0,3 0 0,3
2023-05-02T18:40:00 23 118 100 0,1 0 0,1
2023-05-02T18:50:00 50 118,1 100 0,1 0 0,1
2023-05-02T19:00:00 39 118,2 100 0,3 0 0,3
2023-05-02T19:10:00 17 118 100 0,4 0 0,4
2023-05-02T19:20:00 11 118 100 0,2 0 0,2
2023-05-02T19:30:00 0 118 100 0,2 0 0,2
2023-05-02T19:40:00 0 117,9 100 0,3 0 0,3
2023-05-02T19:50:00 0 118,014 100 0,2 -0,02 0,2
2023-05-02T20:00:00 0 118,019 100 0,3 0 0,3
2023-05-02T20:10:00 0 118,033 100 0,4 0 0,4
2023-05-02T20:20:00 0 118 100 0,3 0 0,3
2023-05-02T20:30:00 0 118,2 100 0,2 0 0,2
2023-05-02T20:40:00 0 118,1 100 0,3 0 0,3
2023-05-02T20:50:00 0 118,1 100 0,3 0 0,3
2023-05-02T21:00:00 0 118,1 100 0,3 0 0,3
2023-05-02T21:10:00 0 118 100 0,3 0 0,3
2023-05-02T21:20:00 0 118,1 100 0,2 -0,01 0,2
2023-05-02T21:30:00 0 118,1 100 0,2 -0,07 0,2
2023-05-02T21:40:00 0 118 100 0,2 0 0,2
2023-05-02T21:50:00 0 118 100 0,1 -0,04 0,1
2023-05-02T22:00:00 0 118,1 100 0,1 -0,04 0,1
2023-05-02T22:10:00 0 118,1 100 0,1 -0,18 0,1
2023-05-02T22:20:00 0 117,9 100 0,1 -0,1 0,1
2023-05-02T22:30:00 0 117,9 100 0,1 0 0,1
2023-05-02T22:40:00 0 117,9 100 0,1 -0,03 0,1
2023-05-02T22:50:00 0 118 100 0,2 -0,03 0,2
2023-05-02T23:00:00 0 118 100 0,1 -0,12 0,1
2023-05-02T23:10:00 0 118 100 0,1 -0,3 0,1
2023-05-02T23:20:00 0 118 100 0,1 -0,09 0,1
2023-05-02T23:30:00 0 118 100 0,1 -0,02 0,1
2023-05-02T23:40:00 0 118,2 100 0,2 0 0,2
2023-05-02T23:50:00 0 118,2 100 0,1 0 0,1
2023-05-03T00:00:00 0 118 100 0 -0,01 0
2023-05-03T00:10:00 0 118 100 0,1 0 0,1
2023-05-03T00:20:00 0 118,1 100 0,1 0 0,1
2023-05-03T00:30:00 0 117,9 100 0 -0,1 0
2023-05-03T00:40:00 0 118 100 0 -0,11 0
2023-05-03T00:50:00 0 117,9 100 0,1 -0,36 0,1
2023-05-03T01:00:00 0 117,9 100 0,1 -0,82 0,1
2023-05-03T01:10:00 0 117,912 99,6 -0,1 -1,33 -0,155015361
2023-05-03T01:20:00 0 118 99,2 0 -1,07 -0,110319382
2023-05-03T01:30:00 0 118 96 0,1 -0,58 -0,460086543
2023-05-03T01:40:00 0 117,9 99,2 0,1 -0,54 -0,010412359
2023-05-03T01:50:00 0 117,9 99,2 0,1 -1,07 -0,010412359
2023-05-03T02:00:00 0 117,8 97,1 0 -1,38 -0,403695627
2023-05-03T02:10:00 0 117,7 93,5 0,3 -1,28 -0,622263391
2023-05-03T02:20:00 0 117,8 93,1 0,4 -1,99 -0,581675889
2023-05-03T02:30:00 0 117,6 94,5 0,1 -2,64 -0,675451606
2023-05-03T02:40:00 0 117,6 93,8 -0,1 -2,66 -0,975517539
2023-05-03T02:50:00 0 117,5 94,7 -0,4 -2,82 -1,143425802
2023-05-03T03:00:00 0 118 94,6 -0,1 -2,72 -0,859720573
2023-05-03T03:10:00 0 117,9 93,3 0,1 -2,83 -0,849931792
2023-05-03T03:20:00 0 117,9 91,4 0,2 -2,89 -1,031328966
2023-05-03T03:30:00 0 117,9 90 0,3 -3,01 -1,142617381
2023-05-03T03:40:00 0 117,9 89,8 0,3 -2,99 -1,172889524
2023-05-03T03:50:00 0 117,9 89,6 0,4 -3 -1,104482976
2023-05-03T04:00:00 0 117,9 89,8 0,2 -2,61 -1,271653819
2023-05-03T04:10:00 0 118,2 93 0,1 -1,48 -0,8938619
2023-05-03T04:20:00 0 117,9 90,7 0,2 -0,64 -1,136009362
2023-05-03T04:30:00 0 118 89,8 0,4 -0,53 -1,074125745
2023-05-03T04:40:00 0 117,6 89,2 0,5 -0,32 -1,066690763
2023-05-03T04:50:00 0 117,7 89,5 0,5 -0,32 -1,020958915
2023-05-03T05:00:00 0 117,7 95,5 0,1 -0,41 -0,531542141
2023-05-03T05:10:00 6 118 98,3 -0,1 -0,42 -0,335174767
2023-05-03T05:20:00 11 118 92,4 0,1 -0,37 -0,982099505
2023-05-03T05:30:00 23 117,6 98,7 0,1 -0,31 -0,079820554
2023-05-03T05:40:00 44 117,7 100 -0,2 -0,38 -0,2
2023-05-03T05:50:00 72 117,6 100 -0,2 -0,6 -0,2
2023-05-03T06:00:00 200 117,551 99,6 0,2 0 0,144845405
2023-05-03T06:10:00 100 117,5 99,8 0,2 -0,43 0,172447132
2023-05-03T06:20:00 95 117,5 100 0,1 0 0,1
2023-05-03T06:30:00 105 117,6 100 -0,1 0 -0,1
2023-05-03T06:40:00 128 117,5 100 -0,3 0 -0,3
2023-05-03T06:50:00 177 117,4 98,8 -0,2 0 -0,365495166
2023-05-03T07:00:00 388 117,4 95,4 0 -0,03 -0,645329686
2023-05-03T07:10:00 311 117,397 92,1 0,4 -0,01 -0,729250438
2023-05-03T07:20:00 466 116,9 90,8 0,6 -0,06 -0,725452404
2023-05-03T07:30:00 472 117,227 90,5 1 0 -0,375241039
2023-05-03T07:40:00 383 117,206 93 2,6 0 1,585140404
2023-05-03T07:50:00 544 117,185 89,5 3,1 0 1,545708974
2023-05-03T08:00:00 521 117,165 91,4 2 0 0,749985068
2023-05-03T08:10:00 327 116,6 94,4 1,7 0 0,899417965
2023-05-03T08:20:00 383 116,9 92,6 1,7 0 0,633164484
2023-05-03T08:30:00 411 117,3 92,5 1,5 0 0,42004452
2023-05-03T08:40:00 489 117,3 90,3 1,4 0 -0,010250281
2023-05-03T08:50:00 433 117,2 84,3 1,7 0 -0,657083076
2023-05-03T09:00:00 500 116,7 80,7 2,1 0 -0,861801207
2023-05-03T09:10:00 588 117,1 81 2,2 0 -0,713590444
2023-05-03T09:20:00 405 117,2 87 2,1 0 0,168087077
2023-05-03T09:30:00 394 117,4 83,6 2 0 -0,477147452
2023-05-03T09:40:00 399 117,1 81,9 2,1 0 -0,660276088
2023-05-03T09:50:00 477 116,9 88,3 2,1 0 0,37235898
2023-05-03T10:00:00 449 116,616 89,6 2,1 0 0,573989408
2023-05-03T10:10:00 572 116,56 87,9 2 0 0,211280534
2023-05-03T10:20:00 483 116,572 85,6 2,4 0 0,23968172
2023-05-03T10:30:00 455 116,511 87,2 2,6 0 0,691773964
2023-05-03T10:40:00 544 116,387 85,9 2,6 0 0,484351891
2023-05-03T10:50:00 439 116,325 90,4 2,7 0 1,289766347
2023-05-03T11:00:00 355 116,256 93,7 2,5 0 1,590364805
2023-05-03T11:10:00 433 116,187 94,1 2,4 0 1,550409561
2023-05-03T11:20:00 344 116,4 93,3 2,6 0 1,62999675
2023-05-03T11:30:00 416 116,2 91,6 2,8 0 1,572065812
2023-05-03T11:40:00 344 116,2 96 2,7 0 2,127592954
2023-05-03T11:50:00 805 116,3 97,4 2,6 0 2,230599168
2023-05-03T12:00:00 377 115,6 88,8 3,2 0 1,535074725
2023-05-03T12:10:00 200 116 99,5 3 0 2,929390485
2023-05-03T12:20:00 128 116,3 100 2,8 0 2,8
2023-05-03T12:30:00 249 115,7 100 2,9 0 2,9
2023-05-03T12:40:00 167 115,6 100 2,8 0 2,8
2023-05-03T12:50:00 172 115,8 100 2,5 0 2,5
2023-05-03T13:00:00 177 115,5 98,5 2,7 0 2,487757395
2023-05-03T13:10:00 228 114,9 95,3 3,2 0 2,52245257
2023-05-03T13:20:00 222 115,3 95,5 3,2 0 2,551879168
2023-05-03T13:30:00 300 115,191 92,1 3,4 0 2,242134681
2023-05-03T13:40:00 416 115,121 91,6 3,4 0 2,165936801
2023-05-03T13:50:00 594 115,031 88,3 3,6 0 1,850720614
2023-05-03T14:00:00 200 114,877 83,5 4,5 0 1,954377752
2023-05-03T14:10:00 105 114,801 88,6 3,8 0 2,095248959
2023-05-03T14:20:00 128 114,671 89 3,5 0 1,862329462
2023-05-03T14:30:00 266 114,587 86,7 3,5 0 1,497442257
2023-05-03T14:40:00 217 114,3 86,4 3,3 0 1,252610268
2023-05-03T14:50:00 355 114 84,2 3,7 0 1,287012137
2023-05-03T15:00:00 283 114,2 80,7 4,4 0 1,381374077
2023-05-03T15:10:00 361 114,1 81,9 3,9 0 1,09830284
2023-05-03T15:20:00 327 113,8 82,3 3,9 0 1,165891281
2023-05-03T15:30:00 233 114,4 83,4 3,7 0 1,154478274
2023-05-03T15:40:00 200 114,1 80,2 4,1 0 1,002660253
2023-05-03T15:50:00 233 113,9 80,3 4,2 0 1,117393273
2023-05-03T16:00:00 255 114,1 78,5 4,1 0 0,706135498
2023-05-03T16:10:00 738 114 77,1 4,5 0 0,845656554
2023-05-03T16:20:00 755 114,298 77 4,8 0 1,118647896
2023-05-03T16:30:00 588 114,304 77,8 5,2 0 1,650489631
2023-05-03T16:40:00 177 114,6 81,1 4,6 0 1,645274315
2023-05-03T16:50:00 167 114,7 82,4 4,2 0 1,476017649
2023-05-03T17:00:00 139 114,5 80,8 4,2 0 1,203525148
2023-05-03T17:10:00 167 114,3 83,7 3,7 0 1,204309582
2023-05-03T17:20:00 111 114,7 82,3 3,9 0 1,165891281
2023-05-03T17:30:00 133 114,6 81,8 4,1 0 1,276711217
2023-05-03T17:40:00 116 114,2 81,8 4,1 0 1,276711217
2023-05-03T17:50:00 100 114,3 82,4 3,6 0 0,889460193
2023-05-03T18:00:00 139 114,4 80 3,5 0 0,383513914
2023-05-03T18:10:00 116 114,2 77,9 3,8 0 0,308754202
2023-05-03T18:20:00 144 114,4 79,6 3,7 0 0,509174681
2023-05-03T18:30:00 67 114,2 77,3 4 0 0,396352594
2023-05-03T18:40:00 95 114,2 80,7 3,6 0 0,601199673
2023-05-03T18:50:00 28 114,4 79,4 3,5 0 0,279778075
2023-05-03T19:00:00 17 114,6 77,2 3,9 0 0,281485183
2023-05-03T19:10:00 11 114,7 77,5 3,9 0 0,334918193
2023-05-03T19:20:00 6 114,3 78 4 0 0,520705808
2023-05-03T19:30:00 0 114,5 75,8 3,8 0 -0,067139494
2023-05-03T19:40:00 0 114,7 76,4 3,8 -0,27 0,041188852
2023-05-03T19:50:00 0 114,6 77,9 3,7 -0,38 0,211628748
2023-05-03T20:00:00 0 114,8 78,7 3,6 -0,41 0,255116251
2023-05-03T20:10:00 0 114,1 80,1 3,5 -0,55 0,400736312
2023-05-03T20:20:00 0 114,2 82,8 2,9 -0,86 0,271778276
